,X1,sample_id,lake_id,lake_name,sa_ha,lake_type,ecoregion_3,trip_num,county,year,date_sampled,sample_location,lat,long,max_depth_m,secchi_m,lt_trans_3ft_per,lt_level_1per_ft,water_col_oxic_per,ph_epi,ph_hypo,cond_epi,cond_hypo,alk_epi,alk_hypo,no3_epi,no3_hypo,nh3_epi,nh3_hypo,tkn_epi,tkn_hypo,srp_epi,srp_hypo,tp_epi,tp_hypo,chla_ug_L,micro_ug_L,pktn_cells_mL,pktn_num_L,bg_dom_nu_per,bg_dom_cell_per,bg_num_L,bg_cell_mL,green_num_L,green_cell_mL,diatoms_nu_L,diatoms_cells_mL,other_algae_nu_L,other_algae_cells_mL,rotifer_num_L,rotifers_cell_mL,zoo_num_L,zoo_cells_mL,alk_avg,cond_avg,ph_avg,no3_avg,nh3_avg,tkn_avg,orgn_avg,srp_avg,tp_avg,tsi_sd,tsi_chla,tsi_tp_avg,tsi_tp_epi,tsi_comb,tn_avg,tn_epi,tn_hypo,not_sampled,tsi_int
93,157,2509,1162,Hamiliton,324.57,natural lake,56,10,Steuben,2016,8-Aug-16,Deep Hole,41.55523,-84.91518,21.3,2.75,26.89,22,NA,7.3,7.8,357,434,189,139,0.008,0.008,0.015,1.534,NA,NA,0.004,0.489,0.018,NA,4.124,NA,5725,648047,46.3,74,300171,4244,282339,1326,5944,6,59440,149,149,0,4,0,164,395.5,7.55,0.008,0.7745,NA,0,0.2465,0.018,45,44,46,46,45,NA,0.55,2.244,FALSE,Mesotrophic
6,87,2439,1152,Gage,132.34,natural lake,56,1,Steuben,2016,27-Jun-16,Deep Hole,41.70127,-85.11218,21.95,3.2,43.77,49.2,NA,7.9,6.8,434,445,140.5,144,0.213,0.119,NA,NA,NA,NA,0.002,0.002,0.009,0.012,0.954,NA,11177,748743,35.5,92,265966,10242,423576,877,39403,39,19702,19,34,0,62,0,142.25,439.5,7.35,0.166,NA,NA,0,0.002,0.0105,43,30,38,36,37,NA,0.588,0.879,FALSE,Oligotrophic
28,152,2504,651,Pretty,74.46,natural lake,56,8,LaGrange,2016,2-Aug-16,Deep Hole,41.57518,-85.25107,24.99,4.1,34.35,24.5,NA,7.6,6.3,323,451,114.5,145,0.008,0.217,0.015,0.05,NA,NA,0.002,0.02,0.009,0.038,1.722,NA,102700,1497962,67.9,99,1016419,101401,406568,1225,42797,42,32097,32,61,0,20,0,129.75,387,6.95,0.1125,0.0325,NA,0,0.011,0.0235,40,36,50,36,42,NA,0.682,0.935,FALSE,Mesotrophic
7,170,2526,643,Nasby Mill Pond,14.16,impoundment,56,12,LaGrange,2016,15-Aug-16,Deep Hole,41.69535,-85.32219,1.4,1.55,9.423,4.6,NA,7.25,NA,626,NA,243,NA,0.677,NA,0.273,NA,NA,NA,0.008,NA,0.026,NA,0.99,NA,680,221866,16.6,53,36777,359,159371,295,18945,20,6687,6,86,0,NA,NA,243,626,7.25,0.677,0.273,NA,0,0.008,0.026,54,30,51,51,45,NA,1.289,NA,FALSE,Oligotrophic
129,103,2454,661,Still,12.14,natural lake,56,2,LaGrange,2016,5-Jul-16,Deep Hole,41.73361,-85.43639,19.3,1.35,18.9,35.1,NA,7.1,6.65,309,528,119,164,0.081,0.008,0.014,1.097,1.175,2.158,0.004,0.004,0.017,0.021,6.152,NA,78430,1118228,95.7,100,1069915,78264,21398,22,21399,21,5350,123,104,0,62,0,141.5,418.5,6.875,0.0445,0.5555,1.6665,1.111,0.004,0.019,56,48,47,45,50,NA,1.175,2.295,FALSE,Mesotrophic
54,161,2516,645,North Twin,54.63,natural lake,56,0,LaGrange,2016,13-Aug-16,Deep Hole,41.73056,-85.45927,12,2.4,12.66,23.5,NA,6.6,6.3,366,455,137,182,0.089,0.008,0.073,0.561,0.841,1.532,0.006,0.002,0.007,0.026,2.598,NA,19973,896116,74.6,98,668697,19544,156030,153,22290,111,49038,165,28,0,33,0,159.5,410.5,6.45,0.0485,0.317,1.1865,0.8695,0.004,0.0165,47,40,45,32,44,NA,0.841,1.532,FALSE,Mesotrophic
51,101,2452,658,South Twin,46.95,natural lake,56,2,LaGrange,2016,5-Jul-16,Deep Hole,41.72594,-85.46468,17.4,1.95,22.76,33.5,NA,6.9,6.4,377,514,141,206,0.029,0.008,0.014,2.41,0.766,3.362,0.004,0.014,0.019,0.068,2.651,NA,37038,1332318,89.2,100,1188319,36895,106325,106,25017,25,12508,12,85,0,64,0,173.5,445.5,6.65,0.0185,1.212,2.064,0.852,0.009,0.0435,50,40,59,47,50,NA,0.766,3.362,FALSE,Mesotrophic
45,150,2502,658,South Twin,46.95,natural lake,56,8,LaGrange,2016,2-Aug-16,Deep Hole,41.72533,-85.46475,15.54,1.8,44.44,26,NA,6.6,6.4,360,438,130,169,0.008,0.008,0.014,0.606,0.641,1.382,0.002,0.002,0.007,0.036,2.427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.5,399,6.5,0.008,0.31,1.0115,0.7015,0.002,0.0215,52,39,48,32,46,NA,0.641,1.382,FALSE,Mesotrophic
162,24,2351,711,Fish (Lower),54.23,natural lake,56,3,LaPorte,2015,14-Jul-15,deep hole,41.55928,-86.5491,4.7,0.9,7.79,11.48,100,8.6,NA,410,NA,175,NA,0.013,NA,0.018,NA,0.529,NA,0.01,NA,0.026,NA,8.35,NA,236412,1433386,94.2,97,1350131,229751,38211,6483,6369,6,38213,172,324,0,138,0,175,410,8.6,0.013,0.018,0.529,0.511,0.01,0.026,62,51,51,51,55,NA,NA,NA,FALSE,Eutrophic
163,30,2357,708,Clear (LaPorte),42.9,natural lake,56,3,LaPorte,2015,13-Jul-15,deep hole,41.61716,-86.72249,3.6,1,11.96,10.49,100,7.8,NA,1070,NA,94,NA,0.013,NA,0.018,NA,0.683,NA,0.01,NA,0.039,NA,8.35,NA,66281,4398400,52.7,88,2318151,58256,1845605,7659,133739,267,98076,98,2054,1,775,0,94,1070,7.8,0.013,0.018,0.683,0.665,0.01,0.039,60,51,57,57,56,NA,NA,NA,FALSE,Eutrophic
316,83,2435,645,North Twin,54.63,natural lake,56,0,LaGrange,2016,15-Jun-16,Site 1 Aqua,NA,NA,NA,NA,NA,NA,NA,7.1,NA,631.8,NA,286,NA,0.315,NA,0.108,NA,0.96,NA,0.014,NA,0.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,631.8,7.1,0.315,0.108,0.96,0.852,0.014,0.081,NA,NA,68,68,NA,NA,0.96,NA,FALSE,NA
317,84,2436,645,North Twin,54.63,natural lake,56,0,LaGrange,2016,15-Jun-16,Site 2 Yellow,NA,NA,NA,NA,NA,NA,NA,6.7,NA,676.6,NA,261.5,NA,4.015,NA,0.043,NA,8.585,NA,0.008,NA,0.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261.5,676.6,6.7,4.015,0.043,8.585,8.542,0.008,0.046,NA,NA,59,59,NA,NA,9.997,NA,FALSE,NA
318,85,2437,645,North Twin,54.63,natural lake,56,0,LaGrange,2016,15-Jun-16,Site 3 Green,NA,NA,NA,NA,NA,NA,NA,6.8,NA,601.2,NA,286,NA,0.462,NA,0.031,NA,1.75,NA,0.037,NA,0.148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,601.2,6.8,0.462,0.031,1.75,1.719,0.037,0.148,NA,NA,76,76,NA,NA,1.75,NA,FALSE,NA
319,94,2663,1278,Fry,1.62,Surface Mine Lake,72,3,Sullivan,2018,3-Jul-18,Deep Hole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
320,102,2453,658,South Twin,46.95,natural lake,56,2,LaGrange,2016,5-Jul-16,Stream Site 3,NA,NA,NA,NA,NA,NA,NA,6.6,NA,645,NA,300,NA,0.279,NA,0.014,NA,0.752,NA,0.058,NA,0.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,645,6.6,0.279,0.014,0.752,0.738,0.058,0.071,NA,NA,66,66,NA,NA,NA,NA,FALSE,NA
328,193,2673,1012,Mink,14.16,natural lake,54,4,Porter,2018,10-Jul-18,Deep Hole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.033,0.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.22,NA,NA,82,55,NA,NA,0.698,2.226,TRUE,NA
